Empresa,Relato_Lematizao_SW
Banco Itaú Unibanco,"['prezar', 'venho', 'meio', 'solicitar', 'retirada', 'nome', 'registrato', '.', 'recentemente', 'consultar', 'extrato', 'registrato', 'identifiquei', 'presença', 'registro', 'operação', 'devidamente', 'liquidar', 'condizer', 'atual', 'situação', 'financeira.esses', 'registro', 'causar', 'transtorno', 'indevir', 'afetar', 'negativamente', 'análise', 'crédito', 'junto', 'instituição', 'financeiro', 'dia.solicitar', 'realizar', 'revisão', 'completo', 'registro', 'dado', 'atualizar', 'forma', 'refletir', 'precisão', 'situação', 'financeiro', 'atual.peço', 'ainda', 'solicitação', 'tratar', 'urgência', 'evitar', 'grande', 'dano', 'transtorno', '.', 'disposição', 'fornecer', 'qualquer', 'documentação', 'adicional', 'necessário', 'processamento', 'reclamação', '.', 'agradeço', 'atenção', 'aguardo', 'retorno', 'breve', 'possível', '.', 'pessoal', 'nome', 'completo', 'cilsar', 'aparecer', 'Sousa', 'crecencio', 'cpf', 'endereço', 'avenir', 'fortaleza', 'bairro', 'Jardim', 'bem', 'viver', 'telefone', 'mail', 'xxxxxxxxxxxxxxxx.xxx']"
Banco do Brasil,"['Paulo', 'thiago', 'Lima', 'Costa', 'barreto', 'cpf', 'xxx.xxx.xxxxx', 'venho', 'formalizar', 'reclamação', 'contra', 'banco', 'Brasil', 'Cnpj', 'sediar', 'brasília', 'df', '.', 'desde', 'abril', 'venho', 'tentar', 'renegociar', 'dívida', 'agência', 'lago', 'Sul', 'ag', 'xxxxxx', 'sucesso', '.', 'Banco', 'Brasil', 'impedir', 'gerente', 'bahia', 'ajudar', 'renegociação', '.', 'momento', 'conseguir', 'pagar', 'três', 'contrato', '.', 'gerente', 'silvio', 'Luiz', 'solícito', 'atencioso', 'contrário', 'demais', 'gerente', 'lago', 'Sul', 'gecor', '.', 'solicitar', 'cancelamento', 'acordo', 'propor', 'telefone', 'gecor', 'varejo', 'estoque', 'recebir', 'termo', 'escrito', 'anexo', 'mencionado', '.', 'compreendi', 'condição', 'negociação', 'valor', 'parcela', 'prazo', 'limpar', 'nome', 'serasa', 'participação', 'programa', 'desenrolar', 'Brasil', '.', 'contrato', 'quitar', 'graças', 'apoio', 'gerente', 'bb', 'agência', 'estado', 'bahia', 'r', 'contrato', '.', 'incrível', 'valor', 'subido', 'ponto', 'ficar', 'impagável', '.', 'casa', 'carro', 'apenas', 'salário', 'poder', 'sentar', 'comigo', 'renegociar', 'forma', 'justo', 'dentro', 'orçamento', '.', 'hoje', 'superendividar', 'pandemia', '.', 'investimento', 'ajudar', 'família', 'falência', '.', 'querer', 'pagar', 'dívida', '.']"
Banco Bradesco,"['realizeir', 'empréstimo', 'juro', 'abusivo', 'terminar', 'pagar', 'vou', 'pagar', 'quase', 'mil', 'dois', 'mês', 'conseguir', 'tá', 'pagar', 'prestação', 'gostar', 'rever', 'jurosrealizei', 'pagamento', 'prestação', 'fazer', 'paguei', 'valor', 'r', 'ajudar', 'favor', '.']"
Mercado Pago,"['informo', 'realizeir', 'compra', 'site', 'empresa', 'fgm', 'shop', 'www.fgmshop.com', 'pagamento', 'valor', 'r', 'anexo', '.', 'valor', 'total', 'compra', 'pagar', 'através', 'plataforma', 'mercado', 'pagar', '.', 'desde', 'data', 'compra', 'recebir', 'mercadoria', 'várias', 'tentativa', 'contato', 'ver', 'email', 'telefone', 'obtiver', 'resposta', 'empresa', '.', 'anexei', 'presente', 'requerimento', 'cópia', 'email', 'enviar', 'comprovante', 'pagamento', '.', 'dado', 'compra', 'data', 'compra', 'valor', 'total', 'r', 'seguir', 'anexo', 'comprovante', 'pagamento', 'email', 'trocar', 'empresa', '.', 'empresa', 'questão', 'suspostamente', 'vir', 'aplicar', 'golpe', 'confirmação', 'pagamento', 'apresentar', 'nenhum', 'retorno', '.']"
Caixa Econômica Federal,"['possuor', 'vínculo', 'caixa', 'econômico', 'Federal', 'meio', 'contrato', 'financiamento', 'valor', 'parcela', 'firmar', '.', 'ocasião', 'banco', 'acesso', 'holerite', 'realizar', 'análise', 'crédito', 'desconsiderar', 'valor', 'apontar', 'deixar', 'valor', 'restante', 'baixo', 'impossibilitar', 'subsistência', 'devido', 'necessidade', 'alugar', 'espaço', 'morar', 'além', 'alimentação', 'desconto', 'taxa', 'imposto', 'direto', 'Folha', 'deixar', 'pagar', 'demais', 'custo', 'subsistência', 'aler', 'fornecer', 'recurso', 'enteada', 'embora', 'legalmente', 'responsabilidade', 'depender', 'juntamente', 'mãe', 'quase', 'nenhum', 'auxílio', 'financeiro', 'pai', 'subsistir', '.', 'valor', 'receber', 'forma', 'líquido', 'orbitar', 'torno', 'trezento', 'real', 'adiantamento', 'aproximadamente', 'r', 'mil', 'setecento', 'real', 'somado', 'resultar', 'cerca', 'mil', 'suficiente', 'subsistência', 'tentar', 'economizar', '.', 'conta', 'mensal', 'fechar', 'desde', 'início', 'mês', 'especialmente', 'mudança', 'centro', 'onde', 'pagar', 'real', 'morar', 'quarto', 'pensão', 'banheiro', 'particular', 'cozinha', 'coletivo', '.', 'janeiro', 'cá', 'necessitei', 'dois', 'vez', 'contratar', 'empréstimo', 'banco', 'sicoob', 'onde', 'receber', 'salário', 'prefeitura', 'correntista', 'comprometer', 'ainda', 'sobra', 'salário', '.', 'portanto', 'base', 'lei', 'prever', 'proteção', 'contra', 'superendividamento', 'necessito', 'independente', 'juro', 'valor', 'total', 'crédito', 'valor', 'parcela', 'reduzir', 'poder', 'pequeno', 'condição', 'equilibrar', 'conta', 'interromper', 'ciclo', 'superendividamento', 'curso', 'colocar', 'situação', 'insegurança', 'alimentar', '.']"
C6 Bank,"['verifiquei', 'extrato', 'cartão', 'credito', 'condizir', 'gasto', 'grande', 'valor', 'reial', '.', 'verificar', 'fundo', 'descobrir', 'fazer', 'estorno', 'valor', 'total', 'compra', 'parcelar', 'r', '.', 'banco', 'simplesmente', 'estornar', 'valor', 'r', 'continuar', 'cobrar', 'mês', 'seguinte', 'parcela', 'r', '.']"
Banco Inter (Banco Intermedium),"['prezar', 'texto', 'completo', 'anexo', 'pdf', 'ler', 'favor', 'venho', 'meio', 'formalizar', 'reclamação', 'referente', 'conta', 'junto', 'banco', 'inter', '.', 'cerca', 'ano', 'endividado', 'cartão', 'crédito', 'oferecer', 'instituição', 'desde', 'então', 'venho', 'enfrentar', 'dificuldade', 'quitar', 'dívida', 'grande', 'parte', 'devido', 'juro', 'considerar', 'abusivo', '.', 'adicionalmente', 'fiquei', 'desempregado', 'agosto', 'assim', 'debitar', 'valor', 'referente', 'multa', 'fgts', 'resgate', 'cdb', 'próprio', 'banco', 'inter', 'consentimento', 'aviso', 'prévio', 'agravar', 'ainda', 'situação', 'financeiro', '.', 'importante', 'salientar', 'nenhum', 'débito', 'servir', 'reduzir', 'dívida', 'continuar', 'valor', 'considerar', 'inaceitável', '.', 'entrar', 'contato', 'serviço', 'atendimento', 'consumidor', 'Banco', 'inter', 'informar', 'valor', 'referente', 'fgts', 'restituído', '.', 'entanto', 'outro', 'contato', 'banco', 'alegar', 'restituiçãor', 'deixar', 'entender', 'preocupado', 'situação', '.', 'diante', 'disso', 'solicitar', 'valor', 'restituír', 'poder', 'usálo', 'forma', 'efetivo', 'pagamento', 'dívida', '.', 'além', 'questão', 'importante', 'destacar', 'entrar', 'contato', 'banco', 'vez', 'tanto', 'sac', 'quanto', 'ouvidoria', 'criei', 'reclamação', 'reclame', 'tudo', 'sucesso', '.', 'todo', 'reclamação', 'devidamente', 'gravar', 'áudio', 'todo', 'ocasião', 'banco', 'recusar', 'fornecer', 'contrato', 'cartão', 'crédito', 'inadmissível', '.', 'acesso', 'contrato', 'direito', 'básico', 'consumidor', 'essencial', 'esclarecimento', 'todo', 'termo', 'dívida', 'juro', 'aplicar', '.', 'tentativa', 'contato', 'telefone', 'desligar', 'cara', 'outro', 'transferir', 'setor', 'várias', 'vez', 'ligação', 'chegar', 'alguém', 'capaz', 'atender', 'tempo', 'espera', 'discussão', 'conseguir', 'simples', 'contrato', 'dizer', 'poder', 'enviar', 'acesso', 'recusar', 'fortemente', 'enviar', 'algo', 'dever', 'direito', 'básico', 'algo', 'simples', '.', 'somente', 'insistência', 'contrato', 'finalmente', 'enviar', 'considerar', 'grave', 'falha', 'atendimento', 'violação', 'direito', '.', 'constatar', 'documento', 'extremamente', 'extenso', 'letra', 'pequeno', 'tornar', 'praticamente', 'ilegível', 'pessoa', '.', 'inviável', 'esperar', 'consumidor', 'leia', 'compreendar', 'contrato', 'tão', 'longo', 'letra', 'minúsculo', '.', 'considerar', 'falha', 'grave', 'dificultar', 'transparência', 'prejudicar', 'consumidor', 'acabar', 'aceite', 'conseguir', 'entender', 'plenamente', 'termo', 'contrato', '.', 'informação', 'sobre', 'quantidade', 'juro', 'correta', 'somente', 'descrito', 'pequeno', 'parte', 'presente', 'fatura', 'encontrar', 'contrato', 'valor', 'exorbitante', 'mês', '.', 'acreditar', 'configurar', 'dano', 'consumidor', 'dever', 'tratar', 'seriedade', '.', 'gostar', '...']"
C6 Bank,"['contrato', 'alienação', 'único', 'bem', 'material', 'vida', 'pagar', 'despesa', 'pessoal', 'problema', 'saúde', 'passar', '.', 'banco', 'bank', 'olheir', 'valor', 'contrato', 'ver', 'valor', 'diferente', 'informado', 'banco', '.', 'então', 'pesquisar', 'ver', 'tratar', 'dois', 'seguro', 'embuter', 'contrato', '.', 'procur', 'advogado', 'orientar', 'solicitar', 'devolução', 'dobro', 'código', 'defesa', 'Consumidor', 'garantir', '.', 'falar', 'ainda', 'passar', 'problema', 'mental', 'conforme', 'laudo', 'anexo', 'recusar', 'devolução', 'entrar', 'contato', 'ver', 'outro', 'ação', 'cabível', 'dano', 'moral', '...', 'doente', 'pegar', 'único', 'bem', 'material', 'possuor', 'vida', 'ainda', 'saber', 'conseguir', 'pagar', 'desespero', 'levar', 'seguradora', 'fazer', 'comigo', '.', 'solicito', 'imediato', 'devolução', 'dobro', 'valor', '.', 'abri', 'reclamação', 'reclameaqui', 'negar', 'devolver', 'dobro', 'conforme', 'assegurar', 'cdc', '.', 'art', '.', '.', 'cobrança', 'débito', 'consumidor', 'inadimplente', 'expor', 'ridículo', 'submeter', 'qualquer', 'tipo', 'constrangimento', 'ameaçar', '.', 'parágrafo', 'único', '.', 'consumidor', 'cobrar', 'quantia', 'indevido', 'direito', 'repetição', 'indébito', 'valor', 'igual', 'dobro', 'pagar', 'excesso', 'acrescer', 'correção', 'monetário', 'juro', 'legal', 'salvo', 'hipótese', 'engano', 'justificável', '.', 'repetir', 'doente', 'problema', 'mental', 'ainda', 'ficar', 'lembrar', 'quebrar', 'cabeça', '.', 'humilhar', 'demais', '.', 'obs', 'reclamação', 'metlife', 'seguro', 'informar', 'transferir', 'bank', 'responsável', 'venda', '.']"
Nubank,"['preciso', 'recuperar', 'linhade', 'credito', 'rating', 'banco', 'baixo', 'ajude']"
Banco Inter (Banco Intermedium),"['recebir', 'ligação', 'banco', 'inter', 'número', 'fazer', 'pix', 'outro', 'pix', 'imediato', 'falar', 'homem', 'dizer', 'gerente', 'fralde', 'virtual', 'saber', 'todo', 'dado', 'falar', 'entrar', 'aplicativo', 'cartão', 'cancelar', 'envio', 'pix', 'apertar', 'msg', 'cancelamento', 'pix', 'enviar', 'pedir', 'senha', 'biometria', 'rosto', '.', 'traduzir', 'roubar', 'entrar', 'contato', 'banco', 'mem', 'ajudar', '.no', 'momento', 'conversar', 'atendente', 'banco', 'nome', 'rafaela', 'presenciar', 'tal', 'gerente', 'virtual', 'ligar', 'novamente', 'ficar', 'surpressa', 'sab', 'todo', 'dado', 'conferir', 'alguém', 'trabalhar', 'lá', 'eles.estou', 'desesperado', 'banco', 'nenhum', 'suporte', '.']"
Caixa Econômica Federal,"['cobrar', 'descontar', 'Bolsa', 'família', 'coisa', 'governo', 'então', 'saber', 'descontar', 'ligar', 'falar', 'nada', 'descobrir', 'sozinha', 'negativar', 'nome', 'ano', 'entrar', 'contato', 'cobrar', 'valor', 'coisa', 'real', 'ficar', 'faltar', 'empréstimo', 'pagamento', 'saber', 'direito', 'querer', 'coloquar', 'valor', 'justo', 'devolr', 'restante', 'irar', 'atrás', 'direito', 'dano', 'moral', '.']"
Banco Santander,"['bom', 'tarde', 'quitação', 'total', 'cartão', 'consignar', 'contrato', 'número', 'xxx.xxx.xxxxx', 'data', '.', 'reclamação', 'sougov', 'banco', 'central', 'santander', 'cancelar', 'código', 'averbação', 'cartão', 'consignar', 'quitar', 'completo', 'valor', 'divida', 'r', '.', 'hoje', 'santander', 'fazer', 'averbação', 'indevir', 'valor', 'r', '.', 'exijo', 'canceler', 'averbação', 'código', 'averbação', 'cartão', 'consignar', 'aonde', 'todo', 'quitar', 'conforme', 'anexo', 'mandar', '.']"
Banco Santander,"['bom', 'tarde', 'solicger', 'gentileza', 'verificar', 'retirada', 'cobrança', 'seguro', 'prestamista', 'contrato', 'nº', 'banco', 'santander', 'referir', 'empréstimo', 'consignar', 'descontar', 'contra', 'cheque', '.', 'desde', 'agradeço']"
Banco do Brasil,"['Banco', 'Brasil', 'agencer', 'xxxxxx', 'contar', 'xxxxxx', 'celular', 'pessoal', 'credito', 'nenhum', 'banco', 'gostar', 'retirar', 'nome', 'histórico', 'endividar', 'quase', 'ano', 'credito', 'praça', 'favor', 'solicito', 'ajuda', 'amor', 'deus', '.']"
Banco Bradesco,"['contratar', 'creditoo', 'pessoal', 'banco', 'bradesco', '.', 'problema', 'financeiro', 'acabar', 'atrasar', 'parcela', 'pagamento', '.', 'entrar', 'contato', 'banco', 'pagar', 'dívida', 'informar', 'dívida', '.', 'questionar', 'valor', 'juro', 'alto', 'informar', 'pagar', 'juro', 'diário', '.', 'atraso', 'parcela', 'banco', 'cobrar', 'juro', '.', 'crer', 'caracterizar', 'juro', 'abusivo', '.', 'tentar', 'negociar', 'valor', 'juro', 'justo', 'informar', 'possível', '.']"
Banco Bradesco,"['percebir', 'desconto', 'indevido', 'pacote', 'serviço', 'conta', 'inicio', 'fevereiro', '.', 'liguei', 'central', 'reclamar', 'solicitar', 'retirada', 'desconto', 'questão', 'além', 'devolução', 'valor', 'descontar', 'autorização', '.', 'protocolo', 'primeiro', 'informar', 'nenhum', 'valor', 'devolver', 'informar', 'devolver', 'partir', 'maio', '.', 'informei', 'querer', 'dinheiro', 'todo', 'volta', 'saber', 'bem', 'direito', 'pacote', 'gratuito', 'essencial', 'solicitei', 'momento', 'passar', 'pagamento', 'bradesco', '.', 'querer', 'dinheiro', 'todo', 'desde', 'fevereiro', '.', 'então', 'informar', 'analisar', 'internamente', 'retorno', 'ate', '.', 'retorno', 'devolver', 'dinheiro', 'simples', 'assim', '.', 'querer', 'devolução', 'achar', 'absurdo', '.', 'desconto', 'fazer', 'autorização', 'longo', 'vario', 'mês', 'devolver', 'derem', 'solução', 'infelizmente', 'retirar', 'pagamento', 'bradesco', 'entrar', 'justiça', 'acreditar', 'ferir', 'direito', 'consumidor', '.', 'ainda', 'levar', 'conta', 'ato', 'abertura', 'deixei', 'claro', 'gerente', 'querer', 'pacote', 'serviço', 'essencial', '.']"
Mercado Pago,"['solicitar', 'ligar', 'número', 'ddd', 'pertencer', 'sim', 'excliente', '.', 'avisar', 'número', 'ddd', 'parar', 'ligar', 'número', 'incorreto', '.', 'atender', 'solicitado', 'consigo', 'contato', 'algum', 'atendente', 'gravação', '.', 'gostar', 'resolver', 'cobrança', 'indevido', 'proibir', 'lei', '.']"
Nubank,"['roubar', 'cartão', 'celular', 'senhar', 'tudo', 'junto', 'reconhecer', 'dívida', 'pagar', 'dívida', 'querer', 'ver', 'solução', 'resolver']"
Mercado Pago,"['efetuei', 'portabilidade', 'mês', 'passado', 'mercadopago', 'promessa', 'ativar', 'benefício', 'meli', 'gratuitamente', 'portabilidade', 'informar', 'meli', 'ativo', 'assim', 'caír', 'primeiro', 'salário', 'bem', 'recebir', 'salário', 'portabilidade', 'mercadopago', 'meli', 'ativo', 'entrar', 'contato', 'imediatamente', 'central', 'informar', 'final', 'tarde', 'ativo', 'passar', 'ativo', 'liguei', 'novamente', 'informar', 'chamado', 'benefício', 'ativo', 'bem', 'seguinte', 'receber', 'mensagem', 'chamado', 'falar', 'benefício', 'ativar', 'ocasionar', 'falha', 'sistêmico', 'aplicativo', 'entrar', 'aplicativo', 'constatar', 'ativar', 'nenhum', 'benefício', 'bem', 'liguei', 'novamente', 'atendir', 'funcionário', 'diferente', 'ultimo', 'chamar', 'data', 'hoje', 'receber', 'email', 'mercadopago', 'informar', 'coisa', 'benefício', 'ativar', 'erro', 'sistêmico', 'entrar', 'aplicativo', 'coisa', 'benefício', 'ativar', 'mandar', 'mensagem', 'chamado', 'aberto', 'atendente', 'monique', 'simplesmente', 'falar', 'aceitar', 'termo', 'dizer', 'aceitar', 'termo', 'simplesmente', 'fechar', 'chamado', 'informação', 'cliente', 'ano', 'mercadopago', 'mercadolivre', 'nunca', 'passar', 'estresse', 'tão', 'grande', 'perdi', 'inúmero', 'promoção', 'produto', 'querer', 'ligar', 'todo', 'santo', 'receber', 'resposta', 'reclamação', 'resolver', 'irar', 'seguir', 'outro', 'meio', 'esperar', 'resposta', 'concreto', 'resolução', 'problema', 'urgência']"
Banco Itaú Unibanco,"['receber', 'várias', 'ligação', 'cobrança', 'referente', 'conta', 'descriminar', 'acima', '.', 'ligação', 'referente', 'valor', 'r', 'valor', 'lis', 'disponibilizar', 'referir', 'conta', 'vale', 'ressaltar', 'nunca', 'qualquer', 'movimentação', 'conta', 'nunca', 'solicitei', 'valor', 'conhecimento', 'conta', 'nunca', 'recebir', 'cartão', 'realizar', 'qualquer', 'movimentação', 'conta', '.', 'solicitar', 'cancelamento', 'qualquer', 'débito', 'acho', 'injustiçar', 'cobrar', 'valor', 'usar', '.']"
Banco Itaú Unibanco,"['Banco', 'fazer', 'cobrança', 'indevido', 'tirar', 'dinheiro', 'salário', 'portabilidade', 'dever', 'mexir', 'salário', 'menter', 'fazer', 'transferência', 'banco', 'receber', 'salário', 'registrar', 'extra', 'conta', 'onde', 'dinheiro', 'motivo', 'desconto', 'Banco', 'recusar', 'fazer', 'devolução', 'dinheiro', 'salário', '.', 'preciso', 'resolvar', 'rápido', 'possível', 'conta', 'atrasado', 'devido', 'banco', 'sumer', 'dinheiro', 'aviso', 'registro', 'oque', 'fazer', 'dinheiro', 'anexar', 'valor', 'empresa', 'envio', 'valor', 'querer', 'recebir', 'devido', 'banco', 'itaú', 'tirar', 'dinheiro', 'portabilidade', 'valor', 'enviar', 'Valor', 'querer', 'recebi']"
Caixa Econômica Federal,"['ontem', 'transferir', 'pix', 'momento', 'cair', 'conta', 'Caixa', 'liguei', 'central', 'menina', 'atender', 'nome', 'júlia', 'protocolo', 'dizer', 'setor', 'responsável', 'caixa', 'resolver', 'situação', 'problema', 'transferência', 'querer', 'resolvar', 'preciso', 'dinheiro', 'Pix', 'picpay', 'caixa', 'id', 'transação', 'pix', 'digio', 'caixa']"
Banco do Brasil,"['vista', 'programa', 'desenrolar', 'Brasil', 'pagar', 'todo', 'mês', 'motivo', 'reclamação', 'ainda', 'costar', 'debito', 'banco', 'Brasil', 'Aja', 'prejuízo', 'grande', 'peço', 'baixo', '.', 'grato', '..']"
Banco do Brasil,"['pagar', 'divida', 'desconto', 'banco', 'enviar', 'nome', 'pro', 'scr', 'prejuízo', 'prejudicar', 'conseguir', 'crédito', '.', 'banco', 'querer', 'fazer', 'acordo', 'comigo', 'poder', 'prejudicar', 'decisão', 'stj', '.', 'solicitar', 'imediato', 'retirada', 'nome', 'sob', 'risco', 'processo', '.']"
Nubank,"['prezar', 'venho', 'meio', 'manifestar', 'insatisfação', 'frustração', 'atendimento', 'prestar', 'nubank', '.', 'desde', 'falecimento', 'esposo', 'tentar', 'mês', 'resolver', 'questão', 'dívida', 'junto', 'instituição', 'necessito', 'quitar', 'valor', 'pendente', 'andamento', 'inventário', '.', 'entrar', 'contato', 'diversos', 'vez', 'telefone', 'único', 'resposta', 'obtenhar', 'abertura', 'chamar', 'qualquer', 'resolução', 'prático', 'momento', '.', 'enviei', 'todo', 'documentação', 'necessário', 'comprova', 'tanto', 'casamento', 'quanto', 'falecimento', 'esposo', 'incluir', 'certidão', 'óbito', 'cumprir', 'todo', 'exigência', 'solicitar', '.', 'assim', 'hoje', 'disponibilizar', 'saldo', 'devedor', 'poder', 'efetuar', 'pagamento', '.', 'demora', 'diretamente', 'impedir', 'andamento', 'inventário', 'causar', 'transtorno', 'emocional', 'prejuízo', 'financeiro', '.', 'vale', 'ressaltar', 'acordo', 'código', 'defesa', 'consumidor', 'Lei', 'nº', 'direito', 'informar', 'sobre', 'dívida', 'quitar', 'valor', 'pendente', 'além', 'resguardar', 'lei', 'inventário', 'partilha', 'exigir', 'pagamento', 'todo', 'dívida', 'conclusão', 'processo', '.', 'recusa', 'fornecer', 'informação', 'sobre', 'saldo', 'devedor', 'demor', 'excessivo', 'resolver', 'caso', 'poder', 'considerar', 'prática', 'abusivo', 'conforme', 'artigo', 'cdc', 'vedar', 'fornecimento', 'serviço', 'forma', 'inadequar', 'insegura', '.', 'diante', 'ausência', 'resposta', 'claro', 'negligência', 'atendimento', 'deixo', 'claro', 'caso', 'situação', 'resolver', 'caráter', 'urgência', 'tomarar', 'todo', 'medida', 'legal', 'cabível', 'incluir', 'abertura', 'processo', 'judicial', 'denúncia', 'órgão', 'competente', '.', 'peço', 'encarecidamente', 'disponibilizar', 'saldo', 'devedor', 'esposo', 'falecido', 'poder', 'finalizar', 'pagamento', 'andamento', 'inventário', '.', 'aguardo', 'retorno', 'imediato', '.', 'atenciosamente', 'fabio']"
